/en/condensed-category/american-cuisine,"American Cuisine ",151,315960,"Carpaccio Restaurant"," Plot A, El Tesaeen St., City Center, 5th Compound, New cairo, Cairo. ",," 0128 0407800",,http://www.carpaccio-eg.com/,"https://maps.google.com/maps/?q=30.016922000000001,31.412593999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,572359,Caruso's," Omar Ibn El Khattab St., Nasr city, Cairo. ",," 02 24800797",0103-2732-021,http://www.carusosamericancafe.com/,"https://maps.google.com/maps/?q=30.073068000,31.345904000"
/en/condensed-category/american-cuisine,"American Cuisine ",151,433279,Caruso's," 4 Ismail Mohamed St., Zamalek, Cairo. ",," 02 26366466",0109-2302-462,,"https://maps.google.com/maps/?q=30.065263999999999,31.216982999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,502568,"Caruso's American Restaurant & Cafe"," ., 5th Compound, New cairo, Cairo. ",," 0109 2332856",0109-2332-978<br>02-2536-3150,http://www.carusosamericancafe.com/,"https://maps.google.com/maps/?q=30.024785000000001,31.489433999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,584101,Charlie," 4 Mohamed Othman St. Off Shaarawy St., San stefano, Alexandria. ",," 03 5824005",,,"https://maps.google.com/maps/?q=31.249980000000001,29.971516999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,208153,"Chez Edy"," 9 El Batrawy St. Off Abbas El Akkad St., 1st Zone, Nasr city, Cairo. ",," 02 20820488",02-2082-0617<br>02-2265-3126,http://www.chezedy.com/,"https://maps.google.com/maps/?q=30.061188000000001,31.332156000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,507818,"Chick Shack"," 179 26th Of July St., Zamalek, Cairo. ",," NULL 19253",,,"https://maps.google.com/maps/?q=30.061275000,31.219357000"
/en/condensed-category/american-cuisine,"American Cuisine ",151,42771,Chili's," 2 El Fawakeh St. Off El Themar St., Mohandeseen, Giza. ",," 19002",02-3761-7004,http://www.chilis.com/,"https://maps.google.com/maps/?q=30.051227000000001,31.201566"
/en/condensed-category/american-cuisine,"American Cuisine ",151,595444,Chuck's," 40 El Fardous St., Semouha, Alexandria. ",," 03 4267039",,http://www.chucksegypt.com/,"https://maps.google.com/maps/?q=31.209319000000001,29.950388"
/en/condensed-category/american-cuisine,"American Cuisine ",151,411422,Cinnzeo," 9 El Batrawy St. Off Abbas El Akkad St., 1st Zone, Nasr city, Cairo. ",," 0100 0082721",,,"https://maps.google.com/maps/?q=30.061188000000001,31.332156000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,582586,"Cook Republic"," 17 Ibrahim Ragy St., Bolkeley, Alexandria. ",," 0106 5426546",0114-0111-603<br>0127-2697-215,,"https://maps.google.com/maps/?q=31.228180999999999,29.956353"
/en/condensed-category/american-cuisine,"American Cuisine ",151,514444,"Country Hills"," 73 Fouad St., Bab shark, Alexandria. ",," 0101 6027356",03-4953-222,,"https://maps.google.com/maps/?q=31.198846,29.908767999999998"
/en/condensed-category/american-cuisine,"American Cuisine ",151,581109,Dexters," 5 Ahmed Yehia St., Zezenia, Alexandria. ",," 03 5861222",,,"https://maps.google.com/maps/?q=31.238969999999998,29.962420000000002"
/en/condensed-category/american-cuisine,"American Cuisine ",151,463771,Dietlicious," 5 Gamaeyet El Nesr St. Off Abdel Moneim Riad St., Mohandeseen, Giza. ",," 02 33459716",0120-3778-899,,"https://maps.google.com/maps/?q=30.050791499999999,31.204385200000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,516418,"El Chico"," Ring Rd., Cairo Festival City, New cairo, Cairo. ",," 0111 1861872",0111-2736-101<br>02-2616-8246,http://www.salehbinlahejgroup.com/en/hospitality/69/restaurants/el-chico,"https://maps.google.com/maps/?q=30.028863000000001,31.407785000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,201874,"El Monagah Restaurant"," Wadi El Raha Sq., St. catherine, Sharm el sheikh. ",," 069 3470324",069-3470-325<br>069-3470-326,,"https://maps.google.com/maps/?q=28.560061300000001,33.947840100000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,522038,Exotic," El Gehaz St. 3rd Neighbourhood, 2nd District, El Sheikh Zayed, 6th of october, Giza. ",," 0101 7551116",,,"https://maps.google.com/maps/?q=30.030586,31.009930000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,563560,"Fast N Healthy"," 5 El Shaheed El Tayyar Mahmoud Shaker Abdel Moneim St., Semouha, Alexandria. ",," 0122 7429061",03-4283-620,,"https://maps.google.com/maps/?q=31.218088999999999,29.945995"
/en/condensed-category/american-cuisine,"American Cuisine ",151,478358,"Fat Cow"," 73 Rd. 9, Maadi, Cairo. ",," 0101 6000554",,,"https://maps.google.com/maps/?q=29.957052999999998,31.260660999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,533360,"Food Gun"," 5 Ahmed Khashaba St. Off El Nozha St., Hegaz Square, Heliopolis, Cairo. ",," 0106 0018215",0120-0555-504,,"https://maps.google.com/maps/?q=30.109943999999999,31.344647999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,574189,"Food Job"," El Qattameya Plaza Compound, 5th Compound, New cairo, Cairo. ",," 0100 6321621",0111-1527-928<br>0128-8821-726,,"https://maps.google.com/maps/?q=30.036860999999998,31.490345999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,625686,"Francesco Restaurant"," Mohamed Abdel Salam Mahgoub St.Antoniadis City Compound, Gate 1, Semouha, Alexandria. ",," 0127 5704678",03-3853-482<br>03-3853-481,,
/en/condensed-category/american-cuisine,"American Cuisine ",151,51697,Fuddruckers," 13 Mekka St. Off Mohy El Din Abou El Ezz St., Mohandeseen, Giza. ",," 0100 2532403",02-3748-5063<br>02-3748-5068,http://www.fuddruckers.com/,"https://maps.google.com/maps/?q=30.048275,31.201184999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,513148,Giovanni's," El Guish Rd., EL MONTAZA, El montazah, Alexandria. ",," 0100 2085848",0122-0343-355,,"https://maps.google.com/maps/?q=31.281590000000001,30.010297999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,94110,"Hard Rock Cafe"," Marina St., Naama bay, Sharm el sheikh. ",," 0111 7072003",069-3602-664<br>069-3602-665,http://www.hardrock.com/locations/cafes3/cafe.aspx?LocationID=80&MIBEnumID=3,"https://maps.google.com/maps/?q=27.909296000000001,34.323934000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,565673,"Hawary Texas"," 4 El Shaheed Galal El Din El Desouqy St. Off El Merghany St., Almaza, Heliopolis, Cairo. ",," 0102 1281879",,,"https://maps.google.com/maps/?q=30.091162000000001,31.343703999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,319467,"I Live"," Sherif Salama St. Off El Laselky St., Maadi, Cairo. ",," 02 25198883",,,
/en/condensed-category/american-cuisine,"American Cuisine ",151,507734,"Joe's Diner"," 79 Abdel Hamid Badawy St., Heliopolis, Cairo. ",," 0109 7030000",02-2180-3203,,"https://maps.google.com/maps/?q=30.118901999999999,31.353176000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,226303,"Jone Restaurant"," Khaled Ibn El Walid St., LUXOR, Luxor, Luxor. ",," 095 2382838",095-2382-839,,"https://maps.google.com/maps/?q=25.685972,32.631140000000002"
/en/condensed-category/american-cuisine,"American Cuisine ",151,427749,K.lounge," Plot 81, , 1St District Services Zone, 5th Compound, New cairo, Cairo. ",," 0100 1540405",02-2616-7937<br>02-2616-7938,,"https://maps.google.com/maps/?q=30.0036551,31.421575700000002"
/en/condensed-category/american-cuisine,"American Cuisine ",151,627020,Keta," El Sekka El Hadid St., Downtown, Ismaileya. ",," 0111 1024800",,,
/en/condensed-category/american-cuisine,"American Cuisine ",151,460843,"La Siesta"," Sector 13, Bldg. 1, Zahraa El Maadi, Maadi, Cairo. ",," 0101 6777700",0127-0003-211,,"https://maps.google.com/maps/?q=29.968212999999999,31.314350000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,131800,"Les Ambassadeurs Restaurant"," 52 Saad Zaghloul St., Raml station, Alexandria. ",," 03 4861465",,http://www.paradiseinnegypt.com/Metropole/restaurants-alexandria-egypt.html,"https://maps.google.com/maps/?q=31.200890999999999,29.900154000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,480177,"Loft 21 Restaurant"," 9 Rostom St., Garden city, Cairo. ",," 0100 4986811",,,"https://maps.google.com/maps/?q=30.039656999999998,31.233255"
/en/condensed-category/american-cuisine,"American Cuisine ",151,438278,"Lord Of The Wings"," Omar Ibn El Khattab St., Nasr city, Cairo. ",," 16195",0112-5555-351,http://www.lordofthewings-eg.com/,"https://maps.google.com/maps/?q=30.073718,31.346333000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,6890,"Lucille's Restaurant"," 54 Rd. 9, Thakanat El Maadi, Maadi, Cairo. ",," 0109 2915000",02-2359-2778,,"https://maps.google.com/maps/?q=29.954653,31.262105999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,445754,"Mac Macaroni & Cheese"," ., 1st District, 6th of october, Giza. ",," 0115 5299669",0106-2446-525,,"https://maps.google.com/maps/?q=29.972311000000001,30.953008000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,446466,"Marimba Restaurant"," El Hosary Sq., 8th District, 6th of october, Giza. ",," 02 38384849",02-3838-4949,,"https://maps.google.com/maps/?q=29.972297000000001,30.938759999999998"
/en/condensed-category/american-cuisine,"American Cuisine ",151,37480,Maxim's," Passage B, El Nasr St., El mamorah, Alexandria. ",," 03 5470084",,,"https://maps.google.com/maps/?q=31.286909999999999,30.029807000000002"
/en/condensed-category/american-cuisine,"American Cuisine ",151,600204,Mohave," Ring Rd., Cairo Festival City, New cairo, Cairo. ",," 0128 8821726",,,"https://maps.google.com/maps/?q=30.028863,31.407785"
/en/condensed-category/american-cuisine,"American Cuisine ",151,527128,"Mr Greedy"," 37 Moez El Dawla St. Off Makram Ebaid St., 6th Zone, Nasr city, Cairo. ",," 0111 8260240",0100-8228-273<br>02-2273-2500,,"https://maps.google.com/maps/?q=30.059881000000001,31.350982999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,582511,"Mr. Puffz"," Anqara St., Sheraton Bldgs., Heliopolis, Cairo. ",," 0102 2401088",0114-5766-674,,"https://maps.google.com/maps/?q=30.111526,31.378286"
/en/condensed-category/american-cuisine,"American Cuisine ",151,226994,"Napa Grill"," 2005 B Nile City Towers, Corniche El Nil, Ramlet boulak, Cairo. ",," 02 24619494",,http://www.fairmont.com/nile-city-cairo/dining/napa-grill/,"https://maps.google.com/maps/?q=30.071975999999999,31.227623000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,475802,Nox," 1113 Corniche El Nil El Tahrir Sq., Downtown, Cairo. ",," 02 25778899",,http://www.ritzcarlton.com/en/Properties/Cairo/Dining/Nox/Default.htm,"https://maps.google.com/maps/?q=30.045774000000002,31.231815999999998"
/en/condensed-category/american-cuisine,"American Cuisine ",151,557849,"Philo's Cucina"," 22 Ahmed Tayseer St. Off El Merghany St., Ard El Golf, Heliopolis, Cairo. ",," 0100 3300187",02-2690-9047,http://www.philoscucina.wixsite.com/burger,"https://maps.google.com/maps/?q=30.079260999999999,31.326889000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,455095,"Ponderosa SteakHouse"," Omar Ibn El Khattab St., Nasr city, Cairo. ",," 0106 2007235",0115-3422-237<br>0122-0202-152,http://www.ponderosasteakhouses.com/,"https://maps.google.com/maps/?q=30.073430999999999,31.347339000000002"
/en/condensed-category/american-cuisine,"American Cuisine ",151,65469,"Roy's Country Kitchen"," 16 Saray El Gezirah St., Zamalek, Cairo. ",," 02 27283000",,http://www.marriott.com/hotels/hotel-information/restaurant/caieg-cairo-marriott-hotel-and-omar-khayyam-casino/,"https://maps.google.com/maps/?q=30.057663999999999,31.225185"
/en/condensed-category/american-cuisine,"American Cuisine ",151,539101,Sliders," 38 Rd. 213, Degla, Maadi, Cairo. ",," 0109 8060403",,,"https://maps.google.com/maps/?q=29.960486,31.277604"
/en/condensed-category/american-cuisine,"American Cuisine ",151,567005,Smashburger," El Wahat Rd., 6th of october, Giza. ",," 02 36121103",0106-0211-101<br>0120-0777-792,http://www.smashburger-eg.com/,"https://maps.google.com/maps/?q=29.971907000,31.017730000"
/en/condensed-category/american-cuisine,"American Cuisine ",151,398265,"Spicy Chicken"," Magles El Madina St. Off El Corniche St., Kafr el zayat, El gharbeya. ",," 0101 6516233",040-2546-468<br>040-2555-212,,"https://maps.google.com/maps/?q=30.820820999999999,30.817646799999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,453834,"Steak Out"," 17 Rd. 263, Off El Nasr St., New Maadi, Maadi, Cairo. ",," 02 25195519",0102-7889-332<br>0102-7889-331,http://www.steakout-eg.com/,"https://maps.google.com/maps/?q=29.9707,31.2775"
/en/condensed-category/american-cuisine,"American Cuisine ",151,468722,"Stereo Restaurant & Cafe"," 55 Hagras St. Off El Mashaya El Sofleya St., El mansoura, El dakahleya. ",," 19706",0101-0912-525<br>050-2202-138,,"https://maps.google.com/maps/?q=31.046112000000001,31.362045999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,583967,"Stone Wood"," 14 Rd. 218 Intersection Of Rd. 231, Degla, Maadi, Cairo. ",," 0101 6888800",02-2516-1929,,"https://maps.google.com/maps/?q=29.962568999999998,31.276727999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,444581,"Tabla Luna"," 41 Rd. 218 Intersection Of Rd. 231, Degla, Maadi, Cairo. ",," 02 25198403",,,"https://maps.google.com/maps/?q=29.962399999999999,31.276900000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,632156,"Tatig Restaurant"," El Tesaeen St., 5th Compound, New cairo, Cairo. ",,,,,
/en/condensed-category/american-cuisine,"American Cuisine ",151,74188,"TGI - Friday's"," 26 El Nil St., Giza, Giza. ",," 02 35709690",,http://www.tgifridaysme.com/,"https://maps.google.com/maps/?q=30.025589,31.218128"
/en/condensed-category/american-cuisine,"American Cuisine ",151,617530,"The Burger House"," Km 33, Cairo Suez Rd., Madinty, Cairo. ",," 0103 0767885",0110-0070-183,,"https://maps.google.com/maps/?q=30.096032999999998,31.640597"
/en/condensed-category/american-cuisine,"American Cuisine ",151,603764,"The Chocolate Factory"," 32 Mohamed Safwat St., Kafr abdou, Alexandria. ",," 0112 4455119",,,"https://maps.google.com/maps/?q=31.224398999999998,29.951625"
/en/condensed-category/american-cuisine,"American Cuisine ",151,62970,"The Deli Restaurant"," 9 B Rd. 216, Degla, Maadi, Cairo. ",," 02 25202117",0100-2317-611,,"https://maps.google.com/maps/?q=29.961400000000001,31.272600000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,204972,"Tiran Diner & Beach Bar"," El Salam Rd., El Montazah, Ras nasrani, Sharm el sheikh. ",," 069 3670595",,http://www.coralsearesorts.eu/article.php?id=156,"https://maps.google.com/maps/?q=27.974429000000001,34.423217000000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,579204,"Uncle Sams"," Plot A, El Tesaeen St., City Center, 5th Compound, New cairo, Cairo. ",," 0109 3289989",0120-0003-629,,"https://maps.google.com/maps/?q=30.016922000000001,31.412593999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,578155,Union," Villa 46, Rd. 9, Maadi, Cairo. ",," 0111 7111717",,http://www.unionlounge-eg.com/,"https://maps.google.com/maps/?q=29.953647,31.263066999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,586594,"Union Lounge"," Villa 46, Rd. 9, Thakanat El Maadi, Maadi, Cairo. ",," 0128 3838080",,,"https://maps.google.com/maps/?q=29.953700000000001,31.263159999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,431334,"Vienna Cafe"," Ring Rd., 1st Compound, New cairo, Cairo. ",," 0109 6663633",0111-1121-754,,"https://maps.google.com/maps/?q=30.053452400000001,31.430732500000001"
/en/condensed-category/american-cuisine,"American Cuisine ",151,574420,"Villa Jacoub"," Port Said St. Off El Delta St., Sporting el kobra, Alexandria. ",," 0127 1419997",03-5462-642,,"https://maps.google.com/maps/?q=31.218912,29.933444999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,487737,"Western Tummy"," Plot A, El Tesaeen St., City Center, 5th Compound, New cairo, Cairo. ",," 0106 8852726",,,"https://maps.google.com/maps/?q=30.016922000000001,31.412593999999999"
/en/condensed-category/american-cuisine,"American Cuisine ",151,210420,"XXl Restaurant"," Touristic Passage, Villages rd., Hurghada. ",," 065 3463107",,http://www.redseahotels.com/index.php?id=170,"https://maps.google.com/maps/?q=27.174789000000001,33.823594999999997"
/en/condensed-category/american-cuisine,"American Cuisine ",151,600046,"Fred 90"," , El Nagdah Sq., 4th District, 6th of october, Giza. ",," 0115 6649825",0115-6649-798,,"https://maps.google.com/maps/?q=29.960414,30.929076"
/en/condensed-category/animal-feed,"Animal Feed ",611,182083,"Al Qaed For Feed"," Beginning Of Tanah Rd. Ezbet El Halwani, Sandoub, El mansoura, El dakahleya. "," Pioneers in producing and packing feed for all types of poultry. Age-appropriate feed for local and foreign species. The highest conversion rate and least costs. Offering veterinary support to guarantee the highest level of biological safety. Supplying all types of soy and corn. "," 16610",0100-1672-075<br>0101-6001-888<br>0109-1995-555,http://www.alqaed-eg.com/,"https://maps.google.com/maps/?q=31.023834000000001,31.399246999999999"
/en/condensed-category/animal-feed,"Animal Feed ",611,545887,"Samy Ayed Group For Feeds & Poultry"," Plot 7113/47th Industrial Zone, Sadat city, El monofeya. "," Our vision is fair-trade, high quality products and production innovation, these are our main foundations of work. We aim to reach our vision through our own facilities to become pioneers in poultry production. We own fattening chicks, poultry and duck feed, cattle feed, fattening turkey and feed. "," 048 2630142",0100-8443-399<br>048-2630-141<br>048-2630-141,http://www.samyayedgroup.com/,"https://maps.google.com/maps/?q=30.430134000,30.617391000"
/en/condensed-category/animal-feed,"Animal Feed ",611,592507,"Noba Feed For Feeding"," 2nd Industrial Zone, El Noubareya El Gadida, El noubareya, El beheira. ",," 0127 2877999",0127-5155-020<br>045-2634-435,http://www.nobafeed.com/,
/en/condensed-category/animal-feed,"Animal Feed ",611,7507,"Pyramid Poultry"," Teraet El Mansouria St.Kafr El Gabal, El haram, Giza. "," Shahd poultry grow on vegetarian feed. We implement a quality system that conforms to international standards. We have established a mechanism to review and improve this unique system to remain pioneers in our field. Fresh, frozen and marinated poultry products including whole chicken, fillet, thighs, breasts, liver, wings and mince. "," 02 33899400",,http://www.pyramidpoultry.com/,"https://maps.google.com/maps/?q=29.958462000,31.152704000"
/en/condensed-category/animal-feed,"Animal Feed ",611,621766,"T. I. S"," 172 El Guish Rd., Sidi gaber, Alexandria. "," A general contracting and electromechanical company specialized in the establishment of factories, especially fodder (poultry, cattle, fish), additives, pharmaceuticals, fertilizers, bags, plastic, cosmetics, pasta, packaging and packing in terms of design, manufacturing, supply, installation, operating, training and maintenance. "," 03 5224905",0106-4109-395<br>0102-1113-249,http://www.tis-supplies.com/,"https://maps.google.com/maps/?q=31.226183000,29.937578000"
/en/condensed-category/animal-feed,"Animal Feed ",611,614346,"Grand Aqua For Fish Feed"," 33 , El Moltaqa El Araby District, Floor 1, Sheraton Bldgs., Heliopolis, Cairo. "," Working in the field of producing and supplying fish feed. We aim to become pioneers in producing feed and to contribute significantly in developing the aquaculture sector locally, regionally and internationally. Grand is a partner of Zeigler, one of the largest companies in the global feed industry. "," 0120 3333649",02-2065-0018<br>02-2065-0019,http://www.grand-aqua.com/,"https://maps.google.com/maps/?q=30.092689,31.377970000000001"
/en/condensed-category/animal-feed,"Animal Feed ",611,564243,"Sama Misr For Feed Addition"," Tanta Kafr El Sheikh Old Rd., Nawag Village, Tanta, El gharbeya. ",," 0100 1652946",0127-4863-761,,"https://maps.google.com/maps/?q=30.867356000000001,31.014764"
/en/condensed-category/animal-feed,"Animal Feed ",611,618963,"El Fath Plus For Feeds - Aziz Eissa"," EL Zamrnah - Denshal, Damanhour, El beheira. "," Plant feeds made of the finest feed materials using the latest and best modern techniques in the field of feed production. Supervised by a team of professors and experts in the field of poultry nutrition. Our goal is rapid growth and animal safety. "," 0106 2024352",0100-0528-648,,"https://maps.google.com/maps/?q=30.972347000,30.522358000"
/en/condensed-category/animal-feed,"Animal Feed ",611,628865,"Alpha Feed & Poultry"," Km 102 Cairo Alex Agriculture Rd., Kafr el zayat, El gharbeya. "," Over 35 years of experience in the poultry industry. All poultry feed production sectors (fattening - mothers - laying). Sasso and duck feed, livestock feed (fattening - milking). Breeding of fattening mothers, broiler chickens and laying hens. Hatching, production and distribution of chicks. Providing all pharmaceutical fortifications, disinfectants, vitamins and feed additives. "," 040 2553003",0101-4970-090,http://www.alphafeedeg.com/,"https://maps.google.com/maps/?q=30.812764,30.827961"
/en/condensed-category/animal-feed,"Animal Feed ",611,621386,"Evpco For Veterinary Medicines & Feed Additives"," Green Towers, Semouha, Alexandria. "," An Egyptian company which uses European raw materials to produce Egyptian medicines that are more efficient than imported medicine. Its effectiveness exceeds the desire of breeders and is within the economic level of poultry and animal production. The company is characterized by the production of veterinary medicines and unique feed additives that contribute efficiently in the treatment of most poultry and livestock diseases. "," 0100 4445770",0102-2507-066<br>0100-9564-464,http://www.evpcoeg.com/,"https://maps.google.com/maps/?q=31.203726000,29.963837000"
